Price	Age	KM	FuelType	HP	MetColor	Automatic	CC	Doors	Weight	Price_class	KM_per_month	age_converted	km_per_month
13250		45725.0	Petrol	110	1.0	0	1600	5	1075	High			
15250	28.0	43210.0	Petrol	97	0.0	0	1400	5	1110	High	1543.2142857142858	2.3333333333333335	1543.2142857142858
15250	26.0	43000.0	Petrol	97	0.0	0	1400	5	1110	High	1653.8461538461538	2.1666666666666665	1653.8461538461538
18950	23.0	39704.0	Petrol	110	1.0	1	1600	5	1180	High	1726.2608695652175	1.9166666666666667	1726.2608695652175
15999	30.0	38950.0	Petrol	110	1.0	0	1600	5	1130	High	1298.3333333333333	2.5	1298.3333333333333
14950	22.0	37400.0		97	1.0	0	1400	5	1110	High	1700.0	1.8333333333333333	1700.0
16500	27.0	37177.0	Petrol	110		0	1600	5	1130	High	1376.9259259259259	2.25	1376.9259259259259
18750	31.0	36544.0	Petrol	110	1.0	0	1600	5	1130	High	1178.8387096774193	2.5833333333333335	1178.8387096774193
17950	30.0	33511.0	Petrol	110	1.0	0	1600	5	1130	High	1117.0333333333333	2.5	1117.0333333333333
17950	27.0		Petrol	97	1.0	0	1400	5	1110	High		2.25	
16950	26.0	32181.0	Petrol	110	1.0	0	1600	5	1075	High	1237.7307692307693	2.1666666666666665	1237.7307692307693
18950	28.0	30993.0	Petrol	110	1.0	0	1600	5	1130	High	1106.892857142857	2.3333333333333335	1106.892857142857
14950	22.0	30400.0	Petrol	97	1.0	0	1400	5	1110	High	1381.8181818181818	1.8333333333333333	1381.8181818181818
22250	22.0	30000.0	Diesel	110	1.0	0	2000	5	1275	High	1363.6363636363637	1.8333333333333333	1363.6363636363637
15950	25.0	29719.0	Petrol	97		0	1400	5	1110	High	1188.76	2.0833333333333335	1188.76
15950	28.0	29206.0	Petrol	97	1.0	0	1400	5	1110	High	1043.0714285714287	2.3333333333333335	1043.0714285714287
12995	32.0	29198.0	Petrol	97	1.0	0	1400	5	1060	High	912.4375	2.6666666666666665	912.4375
18950	28.0	28817.0	Petrol	110	1.0	0	1598	5	1130	High	1029.1785714285713	2.3333333333333335	1029.1785714285713
15750	23.0	28227.0	Petrol	97	1.0	0	1400	5	1110	High	1227.2608695652175	1.9166666666666667	1227.2608695652175
19950	28.0	28000.0	Petrol	110	0.0	0	1600	5	1130	High	1000.0	2.3333333333333335	1000.0
16950	23.0	28000.0	Petrol	110	1.0	0	1600	5	1115	High	1217.391304347826	1.9166666666666667	1217.391304347826
18750	31.0	25266.0	Petrol	110	1.0	0	1600	5	1130	High	815.0322580645161	2.5833333333333335	815.0322580645161
18450	27.0	23489.0	Petrol	110	0.0	0	1600	5	1115	High	869.9629629629629	2.25	869.9629629629629
16895	29.0	22575.0	Petrol	110	1.0	0	1600	5	1115	High	778.448275862069	2.4166666666666665	778.448275862069
14900	30.0	22000.0	Petrol	97	1.0	0	1400	5	1110	High	733.3333333333334	2.5	733.3333333333334
18950	25.0	20019.0	Petrol	110	1.0	1	1600	5	1180	High	800.76	2.0833333333333335	800.76
17250	29.0	20000.0	Petrol	110	1.0	0	1600	5	1115	High	689.6551724137931	2.4166666666666665	689.6551724137931
15450	25.0	17003.0	Petrol	97	1.0	0	1400	5	1110	High	680.12	2.0833333333333335	680.12
17950		16238.0	Petrol	110	1.0	1	1600	5	1180	High			
16650	25.0	15414.0	Petrol	97	1.0	0	1400	5	1110	High	616.56	2.0833333333333335	616.56
17450	28.0	8537.0	Petrol	110	1.0	0	1600	5	1130	High	304.89285714285717	2.3333333333333335	304.89285714285717
14900	30.0	7000.0		97	1.0	0	1400	5	1100	High	233.33333333333334	2.5	233.33333333333334
17950	20.0	66966.0	Diesel	90	1.0	0	2000	3	1245	High	3348.3	1.6666666666666667	3348.3
15950	19.0	51884.0	Petrol	97	1.0	0	1400	3	1100	High	2730.7368421052633	1.5833333333333333	2730.7368421052633
21950	19.0	50005.0	Diesel	110	1.0	0	2000	3	1265	High	2631.842105263158	1.5833333333333333	2631.842105263158
16450	20.0	48110.0	Petrol	97		0	1400	3	1100	High	2405.5	1.6666666666666667	2405.5
22250	20.0		Diesel	90	1.0	0	2000	3	1260	High		1.6666666666666667	
19950		34472.0	Diesel	90	1.0	0	1995	3	1260	High			
15950	20.0	33329.0	Petrol	97	1.0	0	1400	3	1100	High	1666.45	1.6666666666666667	1666.45
18900	20.0	31850.0	Petrol	110	0.0	0	1600	3	1120	High	1592.5	1.6666666666666667	1592.5
19950	17.0	30351.0	Diesel	90	1.0	0	1995	3	1260	High	1785.3529411764705	1.4166666666666667	1785.3529411764705
15950	19.0	29435.0	Petrol	97	1.0	0	1400	3	1100	High	1549.2105263157894	1.5833333333333333	1549.2105263157894
15950	19.0	25948.0	Petrol	97	1.0	0	1400	3	1100	High	1365.6842105263158	1.5833333333333333	1365.6842105263158
18750	11.0	24500.0	Petrol	110		0	1600	3	1120	High	2227.2727272727275	0.9166666666666666	2227.2727272727275
17450	18.0	23902.0	Petrol	97	1.0	0	1400	3	1100	High	1327.888888888889	1.5	1327.888888888889
18990	20.0	23175.0	Petrol	110	1.0	0	1600	3	1120	High	1158.75	1.6666666666666667	1158.75
16250	19.0	19200.0	Petrol	97	1.0	0	1400	3	1100	High	1010.5263157894736	1.5833333333333333	1010.5263157894736
18500	13.0	18000.0	Petrol	71	0.0	0	1400	3	1125	High	1384.6153846153845	1.0833333333333333	1384.6153846153845
18500	11.0	16123.0	Petrol	110	1.0	0	1600	3	1105	High	1465.7272727272727	0.9166666666666666	1465.7272727272727
19450	11.0	14635.0	Petrol	110	1.0	1	1600	3	1155	High	1330.4545454545455	0.9166666666666666	1330.4545454545455
16950		13748.0	Petrol	97	1.0	0	1400	3	1100	High			
18800	14.0	11500.0	Petrol	110	1.0	0	1600	3	1045	High	821.4285714285714	1.1666666666666667	821.4285714285714
17450	17.0	10000.0		97	1.0	0	1400	3	1100	High	588.2352941176471	1.4166666666666667	588.2352941176471
17950	20.0	7187.0	Petrol	110	1.0	0	1600	3	1105	High	359.35	1.6666666666666667	359.35
32500		1.0		116	0.0	0	2000	5	1480	High			
31000	4.0	4000.0	Diesel	116	1.0	0	2000	5	1480	High	1000.0	0.3333333333333333	1000.0
31275	4.0	1500.0	Diesel	116	1.0	0	2000	5	1480	High	375.0	0.3333333333333333	375.0
24950	8.0		Diesel	116	1.0	0	2000	5	1320	High		0.6666666666666666	
24950	8.0	13253.0	Diesel	116	1.0	0	2000	5	1320	High	1656.625	0.6666666666666666	1656.625
22950	7.0	10000.0	Diesel	116	1.0	0	2000	5	1270	High	1428.5714285714287	0.5833333333333334	1428.5714285714287
24990	8.0	6000.0	Diesel	90	1.0	0	2000	5	1280	High	750.0	0.6666666666666666	750.0
21950	8.0	10841.0		90	1.0	0	2000	5	1270	High	1355.125	0.6666666666666666	1355.125
17900		1.0	Petrol	110	1.0	0	1600	3	1105	High			
19250	20.0	63000.0	Diesel	90	1.0	0	2000	5	1255	High	3150.0	1.6666666666666667	3150.0
22250		57313.0		110	1.0	0	2000	5	1275	High			
18950	13.0	57037.0	Petrol	110	0.0	0	1600	5	1115	High	4387.461538461538	1.0833333333333333	4387.461538461538
19950	19.0	51099.0		90	1.0	0	2000	5	1255	High	2689.4210526315787	1.5833333333333333	2689.4210526315787
16350	14.0	40010.0	Petrol	110	1.0	0	1600	5	1115	High	2857.8571428571427	1.1666666666666667	2857.8571428571427
18950	20.0	39115.0	Petrol	110	1.0	0	1600	5	1130	High	1955.75	1.6666666666666667	1955.75
16950	17.0	36012.0		110	0.0	0	1600	5	1130	High	2118.3529411764707	1.4166666666666667	2118.3529411764707
21750	16.0		Petrol	110	1.0	0	1600	5	1130	High		1.3333333333333333	
15950	20.0	36000.0	Petrol	110	1.0	0	1600	5	1075	High	1800.0	1.6666666666666667	1800.0
16500	20.0	35000.0	Petrol	97	1.0	0	1400	5	1110	High	1750.0	1.6666666666666667	1750.0
17950	17.0	33740.0	Petrol	97	1.0	0	1400	5	1135	High	1984.7058823529412	1.4166666666666667	1984.7058823529412
15850	13.0	33477.0	Petrol	110	1.0	0	1600	5	1075	High	2575.153846153846	1.0833333333333333	2575.153846153846
16250	20.0	32627.0	Petrol	97	1.0	0	1400	5	1110	High	1631.35	1.6666666666666667	1631.35
15950	20.0		Petrol	97	1.0	0	1400	5	1110	High		1.6666666666666667	
16250	19.0	29441.0	Petrol	97	1.0	0	1400	5	1110	High	1549.5263157894738	1.5833333333333333	1549.5263157894738
15950	13.0	29371.0	Petrol	110	1.0	0	1600	4	1105	High	2259.3076923076924	1.0833333333333333	2259.3076923076924
16500	20.0	29000.0	Petrol	97	0.0	0	1400	5	1110	High	1450.0	1.6666666666666667	1450.0
16500	19.0	27821.0	Petrol	97	0.0	0	1400	5	1110	High	1464.2631578947369	1.5833333333333333	1464.2631578947369
18450	19.0	27371.0	Petrol	97	0.0	0	1400	5	1135	High	1440.578947368421	1.5833333333333333	1440.578947368421
16250	13.0	25170.0	Petrol	110	1.0	0	1600	5	1105	High	1936.1538461538462	1.0833333333333333	1936.1538461538462
23000	11.0	25000.0	Diesel	116	1.0	0	2000	5	1320	High	2272.7272727272725	0.9166666666666666	2272.7272727272725
19900	20.0	23000.0	Petrol	110	1.0	0	1600	5	1130	High	1150.0	1.6666666666666667	1150.0
16450	20.0	22588.0	Petrol	97	1.0	0	1400	5	1110	High	1129.4	1.6666666666666667	1129.4
23950	19.0	21684.0	Petrol	192	1.0	0	1800	5	1185	High	1141.2631578947369	1.5833333333333333	1141.2631578947369
19950	13.0	21428.0	Petrol	110	1.0	0	1600	5	1130	High	1648.3076923076924	1.0833333333333333	1648.3076923076924
18500	16.0	20629.0	Petrol	110	1.0	0	1600	4	1090	High	1289.3125	1.3333333333333333	1289.3125
18950	15.0	20270.0	Petrol	110		0	1600	5	1130	High	1351.3333333333333	1.25	1351.3333333333333
16450	16.0	20105.0	Petrol	97	0.0	0	1400	5	1110	High	1256.5625	1.3333333333333333	1256.5625
20500	20.0	20000.0	Petrol	110	0.0	1	1600	5	1165	High	1000.0	1.6666666666666667	1000.0
24500	13.0	19988.0	Petrol	110	1.0	0	1600	5	1130	High	1537.5384615384614	1.0833333333333333	1537.5384615384614
19450	19.0	18328.0	Petrol	110	0.0	0	1600	5	1130	High	964.6315789473684	1.5833333333333333	964.6315789473684
20950	14.0	17896.0	Petrol	110	1.0	1	1600	4	1150	High	1278.2857142857142	1.1666666666666667	1278.2857142857142
17200	20.0	17300.0	Petrol	97	1.0	0	1400	5	1110	High	865.0	1.6666666666666667	865.0
19950	19.0	17038.0	Petrol	110	0.0	0	1600	5	1130	High	896.7368421052631	1.5833333333333333	896.7368421052631
18450	10.0	13747.0	Petrol	97	1.0	0	1400	5	1110	High	1374.7	0.8333333333333334	1374.7
19500	12.0	13634.0	Petrol	110	1.0	0	1600	5	1115	High	1136.1666666666667	1.0	1136.1666666666667
21750	13.0	13178.0	Petrol	110	1.0	0	1600	5	1130	High	1013.6923076923077	1.0833333333333333	1013.6923076923077
16868	15.0	13157.0		97	1.0	0	1400	4	1085	High	877.1333333333333	1.25	877.1333333333333
19500	16.0	13000.0		110	1.0	0	1600	4	1105	High	812.5	1.3333333333333333	812.5
18900	11.0	12500.0	Petrol	110	1.0	0	1600	5	1115	High	1136.3636363636363	0.9166666666666666	1136.3636363636363
19750	17.0	11999.0	Petrol	110	1.0	0	1600	5	1130	High	705.8235294117648	1.4166666666666667	705.8235294117648
19750	16.0	11754.0	Petrol	110	0.0	1	1600	5	1180	High	734.625	1.3333333333333333	734.625
18950	16.0	11000.0		110		0	1600	4	1105	High	687.5	1.3333333333333333	687.5
20750	17.0	10000.0	Petrol	110	0.0	0	1598	5	1105	High	588.2352941176471	1.4166666666666667	588.2352941176471
19600	9.0	7650.0	Petrol	110	1.0	0	1600	5	1115	High	850.0	0.75	850.0
19500	14.0	6500.0		110		0	1600	4	1100	High	464.2857142857143	1.1666666666666667	464.2857142857143
17650	11.0	6155.0	Petrol	97	1.0	0	1400	5	1110	High	559.5454545454545	0.9166666666666666	559.5454545454545
19950	14.0	6000.0	Petrol	110	0.0	0	1600	5	1130	High	428.57142857142856	1.1666666666666667	428.57142857142856
19950	14.0	5459.0	Petrol	110	1.0	0	1600	5	1130	High	389.92857142857144	1.1666666666666667	389.92857142857144
20950	14.0	5278.0	Petrol	110	1.0	1	1600	4	1150	High	377.0	1.1666666666666667	377.0
20500	12.0	5000.0	Petrol	110	1.0	0	1600	5	1130	High	416.6666666666667	1.0	416.6666666666667
17795	9.0	1.0	Petrol	98	1.0	0	1400	4	1065	High	0.1111111111111111	0.75	0.1111111111111111
18245	9.0	1.0	Petrol	110	1.0	0	1600	5	1075	High	0.1111111111111111	0.75	0.1111111111111111
23750	8.0	11000.0	Petrol	110	1.0	0	1600	5	1130	High	1375.0	0.6666666666666666	1375.0
19500	8.0	10077.0	Petrol	97	1.0	0	1400	5	1110	High	1259.625	0.6666666666666666	1259.625
18950	8.0	10000.0	Petrol	97	1.0	0	1400	5	1110	High	1250.0	0.6666666666666666	1250.0
21950	8.0	9788.0	Petrol	110	1.0	0	1600	5	1130	High	1223.5	0.6666666666666666	1223.5
19950	8.0	8574.0	Petrol	110	1.0	0	1600	5	1130	High	1071.75	0.6666666666666666	1071.75
18950	8.0	7000.0	Petrol	110	0.0	0	1600	5	1115	High	875.0	0.6666666666666666	875.0
19950	7.0	6250.0	Petrol	110	1.0	0	1600	5	1115	High	892.8571428571429	0.5833333333333334	892.8571428571429
21950	8.0	5000.0	Petrol	110	1.0	0	1600	5	1130	High	625.0	0.6666666666666666	625.0
22500	6.0	3000.0	Petrol	110	0.0	0	1600	5	1130	High	500.0	0.5	500.0
18500	7.0	2000.0	Petrol	110	0.0	0	1600	5	1075	High	285.7142857142857	0.5833333333333334	285.7142857142857
18700	7.0	450.0	Petrol	97	1.0	0	1400	5	1110	High	64.28571428571429	0.5833333333333334	64.28571428571429
21125	2.0	225.0	Petrol	97	1.0	0	1400	5	1110	High	112.5	0.16666666666666666	112.5
21500		15.0	Petrol	110	1.0	0	1600	5	1130	High			
17795	1.0	1.0	Petrol	98	1.0	0	1400	4	1100	High	1.0	0.08333333333333333	1.0
18245	1.0	1.0	Petrol	110	1.0	0	1600	5	1075	High	1.0	0.08333333333333333	1.0
6950	43.0	243000.0	Diesel	69	0.0	0	1900	3	1110	Low	5651.162790697675	3.5833333333333335	5651.162790697675
9500	38.0	180638.0	Diesel	90	0.0	0	2000	4	1160	Medium	4753.631578947368	3.1666666666666665	4753.631578947368
11950	40.0	179860.0	Diesel	90	1.0	0	2000	5	1205	Medium	4496.5	3.3333333333333335	4496.5
7750	43.0	178858.0	CNG	110	0.0	0	1600	3	1084	Low	4159.488372093023	3.5833333333333335	4159.488372093023
11950	40.0	161000.0	Diesel	69	1.0	0	1900	3	1105	Medium	4025.0	3.3333333333333335	4025.0
4350	44.0	158320.0	Diesel	69	0.0	0	1800	5	1110	Low	3598.181818181818	3.6666666666666665	3598.181818181818
4750	44.0	131273.0	Diesel	69	1.0	0	1800	5	1110	Low	2983.4772727272725	3.6666666666666665	2983.4772727272725
11750	40.0	130062.0	Diesel	69	1.0	0	1900	5	1140	Medium	3251.55	3.3333333333333335	3251.55
13250	41.0	123425.0	Diesel	69	1.0	0	1900	5	1140	High	3010.3658536585367	3.4166666666666665	3010.3658536585367
11950	37.0	118217.0	Petrol	110	1.0	0	1600	5	1075	Medium	3195.054054054054	3.0833333333333335	3195.054054054054
11900	44.0	110000.0	Diesel	69	1.0	0	1900	5	1095	Medium	2500.0	3.6666666666666665	2500.0
14750	39.0	108847.0	Diesel	90	1.0	0	2000	5	1205	High	2790.948717948718	3.25	2790.948717948718
9950	42.0	105699.0	Petrol	97	1.0	0	1400	3	1025	Medium	2516.6428571428573	3.5	2516.6428571428573
11950		98823.0	CNG	110	1.0	0	1600	5	1119	Medium			
11495	44.0	96829.0	Petrol	110		0	1600	5	1075	Medium	2200.659090909091	3.6666666666666665	2200.659090909091
11250	40.0	96518.0	Petrol	97	1.0	0	1400	3	1025	Medium	2412.95	3.3333333333333335	2412.95
10500	42.0	92204.0	Petrol	110	1.0	0	1600	5	1075	Medium	2195.3333333333335	3.5	2195.3333333333335
10450	35.0	91456.0	Diesel	69	1.0	0	1900	3	1110	Medium	2613.0285714285715	2.9166666666666665	2613.0285714285715
12950	43.0	89968.0	Diesel	69	1.0	0	1900	5	1140	High	2092.279069767442	3.5833333333333335	2092.279069767442
11500	44.0	89757.0	Petrol	110	1.0	0	1600	3	1045	Medium	2039.9318181818182	3.6666666666666665	2039.9318181818182
12500	40.0	85389.0	Petrol	110	1.0	0	1600	5	1075	High	2134.725	3.3333333333333335	2134.725
10950	43.0	85017.0		97	0.0	0	1400	5	1060	Medium	1977.139534883721	3.5833333333333335	1977.139534883721
11450	41.0	84312.0	Petrol	110	0.0	0	1600	5	1080	Medium	2056.390243902439	3.4166666666666665	2056.390243902439
11950	37.0	82743.0	CNG	110	1.0	0	1600	5	1121	Medium	2236.2972972972975	3.0833333333333335	2236.2972972972975
13250	41.0	81106.0	Diesel	69	1.0	0	1900	5	1140	High	1978.1951219512196	3.4166666666666665	1978.1951219512196
14750	40.0	80425.0	Diesel	90	1.0	0	2000	5	1205	High	2010.625	3.3333333333333335	2010.625
11790	34.0	78677.0	Petrol	110	1.0	1	1600	5	1105	Medium	2314.029411764706	2.8333333333333335	2314.029411764706
11450	40.0	78425.0	Petrol	110		0	1600	5	1075	Medium	1960.625	3.3333333333333335	1960.625
13500	33.0	78108.0	Diesel	90	1.0	0	2000	3	1170	High	2366.909090909091	2.75	2366.909090909091
10950	33.0	77321.0	Petrol	110	1.0	0	1600	5	1075	Medium	2343.060606060606	2.75	2343.060606060606
13500	33.0	75699.0	Diesel	69	0.0	0	1900	3	1105	High	2293.909090909091	2.75	2293.909090909091
10950	41.0	75697.0	Petrol	97	1.0	0	1400	3	1025	Medium	1846.2682926829268	3.4166666666666665	1846.2682926829268
10950	44.0	74846.0	Petrol	97		0	1400	3	1025	Medium	1701.0454545454545	3.6666666666666665	1701.0454545454545
12950	38.0	74319.0	Petrol	110	1.0	0	1600	5	1075	High	1955.7631578947369	3.1666666666666665	1955.7631578947369
11950		74285.0	Petrol	110	1.0	0	1600	5	1075	Medium			
12450	44.0	74172.0	Petrol	110	1.0	0	1600	5	1615	High	1685.7272727272727	3.6666666666666665	1685.7272727272727
11950	40.0	73042.0	Petrol	110	1.0	0	1598	5	1075	Medium	1826.05	3.3333333333333335	1826.05
14950	44.0	71793.0	CNG	110		0	1600	4	1067	High	1631.659090909091	3.6666666666666665	1631.659090909091
12450	35.0	71200.0	Petrol	110	1.0	0	1600	5	1075	High	2034.2857142857142	2.9166666666666665	2034.2857142857142
12950	38.0	67805.0	Petrol	110	1.0	0	1600	5	1075	High	1784.342105263158	3.1666666666666665	1784.342105263158
11950		65988.0	Petrol	110		0	1600	3	1040	Medium			
11690		65345.0	Petrol	97	1.0	0	1400	5	1060	Medium			
12450	42.0	64564.0	Petrol	110	1.0	0	1600	5	1080	High	1537.2380952380952	3.5	1537.2380952380952
12750	36.0	63459.0	Petrol	97	1.0	0	1400	5	1060	High	1762.75	3.0	1762.75
11925		63451.0	Petrol	97	0.0	0	1400	3	1025	Medium			
12950	33.0	62000.0	Petrol	110	1.0	0	1600	5	1075	High	1878.7878787878788	2.75	1878.7878787878788
11950	42.0	61300.0	Petrol	97	1.0	0	1400	3	1030	Medium	1459.5238095238096	3.5	1459.5238095238096
12900	41.0	61200.0	Petrol	110	1.0	0	1600	3	1045	High	1492.6829268292684	3.4166666666666665	1492.6829268292684
11900	41.0	61000.0	Petrol	110	0.0	0	1600	5	1075	Medium	1487.8048780487804	3.4166666666666665	1487.8048780487804
11650	38.0	60829.0	Petrol	110		0	1600	5	1075	Medium	1600.7631578947369	3.1666666666666665	1600.7631578947369
10950	44.0	60500.0	Petrol	110	0.0	0	1600	5	1075	Medium	1375.0	3.6666666666666665	1375.0
13950	35.0	59500.0	Diesel	69		0	1900	3	1110	High	1700.0	2.9166666666666665	1700.0
13950	44.0	59000.0	Petrol	110	0.0	1	1600	5	1110	High	1340.909090909091	3.6666666666666665	1340.909090909091
11950	40.0	58954.0	Petrol	110	1.0	0	1600	5	1080	Medium	1473.85	3.3333333333333335	1473.85
10950	38.0	58798.0	Petrol	110	1.0	0	1600	5	1075	Medium	1547.3157894736842	3.1666666666666665	1547.3157894736842
12450	38.0	58363.0	Petrol	110	1.0	0	1600	3	1055	High	1535.8684210526317	3.1666666666666665	1535.8684210526317
11950	43.0	58277.0	Petrol	110		0	1600	3	1045	Medium	1355.2790697674418	3.5833333333333335	1355.2790697674418
13500	33.0	57711.0	Diesel	90	1.0	0	2000	3	1165	High	1748.8181818181818	2.75	1748.8181818181818
11690	33.0	57269.0	Petrol	110	1.0	0	1600	5	1075	Medium	1735.4242424242425	2.75	1735.4242424242425
13500	39.0	56001.0	Petrol	110	1.0	0	1600	5	1075	High	1435.923076923077	3.25	1435.923076923077
11950	42.0	55968.0	Petrol	110		0	1600	3	1050	Medium	1332.5714285714287	3.5	1332.5714285714287
12900		55678.0	Petrol	110	1.0	0	1600	4	1030	High			
13500	43.0	55539.0	Petrol	110	1.0	0	1600	5	1085	High	1291.6046511627908	3.5833333333333335	1291.6046511627908
11750	42.0	55400.0	Petrol	110	0.0	0	1600	5	1075	Medium	1319.047619047619	3.5	1319.047619047619
11750	33.0	55350.0	Petrol	110	0.0	0	1600	5	1075	Medium	1677.2727272727273	2.75	1677.2727272727273
